ra,dec,l,b,parallax,pmra,pmdec,g,bp,rp,parallax_error,ruwe
57.536825874385976,22.633295622555472,168.25151781174205,-24.119155077551184,0.2857727911966256,0.597364345194437,-2.531630771174612,11.981918,12.927954,11.027383,0.018096697,1.2915952
57.54293236854206,22.640916664253076,168.25028803636394,-24.10974309001267,0.6524085724758436,0.8854099422913372,-2.5606708994972855,19.271656,20.024931,18.369635,0.38047436,1.1167173
57.54516730168323,22.63989039186711,168.25270395271806,-24.109075838406667,0.8876502400581465,2.7431952391419965,-9.716776377052373,17.85909,18.685596,16.983498,0.13611664,0.9851062
57.56791097081437,22.6475290841733,168.26370197706837,-24.08912186957339,-0.3368276518715842,1.1675370682758095,-1.0077116800009116,19.18215,19.708256,18.486612,0.34729418,1.040724
57.56369785433018,22.665318544030107,168.24723950053098,-24.078840875887636,0.4290828704074335,-1.2332009791986047,-3.285749901390857,16.625736,17.081425,16.000515,0.06436413,1.0037408
57.61670623977849,22.645147168217857,168.30137725042175,-24.05995982818363,,,,18.026003,18.739857,16.096018,,
57.61975733762067,22.64564454230972,168.3032463792102,-24.057665590463937,0.8442690915162759,0.0460847453313964,-0.5252081572527016,18.784424,19.536043,17.871443,0.25350615,1.0174123
57.615036935128245,22.648212588171145,168.29784626176493,-24.05878740122192,0.1418254200213484,-1.653166698720779,-2.5039925971890677,18.04464,18.566515,17.357023,0.15726991,1.0121334
57.60171593608147,22.64586322313212,168.28981776137232,-24.068932297027075,1.2795446407753055,9.628744448716311,-8.46395504166665,16.100182,16.781212,15.296595,0.05915969,1.0849081
57.63050378767632,22.662098294293187,168.29877932423975,-24.03889223721044,0.0122481606935283,6.610080144232955,-5.374393036486713,19.875313,21.136951,18.649593,0.47996402,0.94115824
57.655135747644145,22.670460667454464,168.31059208581758,-24.0172091926339,0.4417270285339645,0.5182934405144196,-0.4678627024808184,19.248562,19.863497,18.493656,0.38519478,1.0729809
57.64394751841283,22.665797247783683,168.30587781649757,-24.02768729390916,0.4783509415815432,-2.1684059637529827,-0.8095655278011221,20.533752,20.721638,19.83875,1.026663,1.0106682
57.62518486044011,22.677741085531828,168.28311633423945,-24.03088267597068,0.1584456591283751,0.1045146087714781,-1.4771333675297784,17.906668,18.425367,17.1654,0.131063,1.0197582
57.624872442460365,22.678175696243912,168.2825602146369,-24.030764350016177,,,,20.802616,,,,
57.641109208342485,22.681923204503526,168.29167442059068,-24.017757409576376,-0.1095968062005555,0.5296680932642934,-0.6339977012424026,18.47991,18.94354,17.889708,0.19211738,1.0098362
